from,to,distance_km,predicted_flow,estimated_speed_kmh,travel_time_sec
15894,27751,0.004,800,53.86,30.27
15899,44565,0.019,800,53.86,31.3
15899,50891,0.054,800,53.86,33.6
15901,2985,0.0,800,53.86,30.01
15901,43155,0.0,800,53.86,30.03
15908,44909,0.02,800,53.86,31.33
15908,51763,0.041,800,53.86,32.72
15909,46950,0.0,800,53.86,30.0
15909,27762,0.0,800,53.86,30.0
15910,8510,0.034,800,53.86,32.27
15910,12285,0.034,800,53.86,32.28
15917,12987,0.001,800,53.86,30.08
15917,3102,0.026,800,53.86,31.73
15921,445,0.0,800,53.86,30.0
15921,31249,0.304,800,53.86,50.34
15927,15927,0.0,800,53.86,30.0
15927,29104,0.0,800,53.86,30.0
15934,15934,0.0,800,53.86,30.0
15934,2481,0.031,800,53.86,32.06
15938,32999,0.025,800,53.86,31.64
15938,52457,0.036,800,53.86,32.38
15939,17883,0.0,800,53.86,30.0
15939,27344,0.0,800,53.86,30.0
15953,15953,0.0,800,53.86,30.0
15953,22569,0.031,800,53.86,32.07
15954,15954,0.0,800,53.86,30.0
15954,14220,0.019,800,53.86,31.25
15966,45110,0.006,800,53.86,30.41
15966,45106,0.038,800,53.86,32.54
15983,15983,0.0,800,53.86,30.0
15983,47267,0.0,800,53.86,30.0
15995,15207,0.023,800,53.86,31.54
15995,22958,0.043,800,53.86,32.85
15997,13571,0.006,800,53.86,30.39
15997,14464,0.171,800,53.86,41.4
16000,32949,0.093,800,53.86,36.23
16000,56176,0.166,800,53.86,41.1
9003,9270,0.014,800,53.86,30.92
9003,12251,0.014,800,53.86,30.92
9013,25188,0.0,800,53.86,30.0
9013,33655,0.029,800,53.86,31.96
9030,43568,0.0,800,53.86,30.02
9030,36601,0.006,800,53.86,30.39
9031,9031,0.0,800,53.86,30.0
9031,21411,0.0,800,53.86,30.0
9034,9034,0.0,800,53.86,30.0
9034,30151,0.0,800,53.86,30.0
9042,3787,0.0,800,53.86,30.0
9042,8078,0.0,800,53.86,30.0
9052,53759,0.012,800,53.86,30.8
9052,4998,0.012,800,53.86,30.8
9053,2308,0.003,800,53.86,30.2
9053,7543,0.007,800,53.86,30.48
9062,9062,0.0,800,53.86,30.0
9062,6899,0.019,800,53.86,31.29
9063,17379,0.001,800,53.86,30.05
9063,32432,0.007,800,53.86,30.45
9069,14890,0.012,800,53.86,30.81
9069,5740,0.036,800,53.86,32.43
9070,32898,0.0,800,53.86,30.0
9070,44305,0.0,800,53.86,30.0
9080,6316,0.011,800,53.86,30.75
9080,5096,0.012,800,53.86,30.82
9087,15641,0.0,800,53.86,30.01
9087,10868,0.052,800,53.86,33.49
9100,15818,0.001,800,53.86,30.05
9100,1601,0.069,800,53.86,34.61
9103,31411,0.005,800,53.86,30.33
9103,44595,0.036,800,53.86,32.38
9136,32962,0.075,800,53.86,35.02
9136,19424,0.102,800,53.86,36.82
9145,5532,0.0,800,53.86,30.0
9145,9145,0.0,800,53.86,30.0
9148,18343,0.002,800,53.86,30.12
9148,17676,0.008,800,53.86,30.56
9159,26732,0.0,800,53.86,30.0
9159,9617,0.0,800,53.86,30.0
9194,8672,0.024,800,53.86,31.61
9194,13522,0.154,800,53.86,40.31
9201,9201,0.0,800,53.86,30.0
9201,27046,0.049,800,53.86,33.25
9206,3161,0.018,800,53.86,31.17
9206,7204,0.028,800,53.86,31.88
9207,25049,0.0,800,53.86,30.0
9207,37168,0.011,800,53.86,30.72
9212,46161,0.0,800,53.86,30.0
9212,36701,0.028,800,53.86,31.89
9215,39523,0.148,800,53.86,39.9
9215,36691,0.174,800,53.86,41.66
9216,24004,0.029,800,53.86,31.94
9216,19106,0.051,800,53.86,33.4
9222,32999,0.086,800,53.86,35.74
9222,31903,0.107,800,53.86,37.18
9223,9223,0.0,800,53.86,30.0
9223,56656,0.011,800,53.86,30.75
9229,40116,0.017,800,53.86,31.15
9229,23479,0.03,800,53.86,31.99
9231,8050,0.047,800,53.86,33.15
9231,43950,0.056,800,53.86,33.76
9235,45583,0.0,800,53.86,30.0
9235,52349,0.0,800,53.86,30.0
9239,5450,0.046,800,53.86,33.06
9239,5719,0.039,800,53.86,32.62
9248,23642,0.0,800,53.86,30.0
9248,29174,0.0,800,53.86,30.0
9257,9257,0.0,800,53.86,30.0
9257,21253,0.009,800,53.86,30.61
9266,9266,0.0,800,53.86,30.0
9266,24345,0.0,800,53.86,30.0
9270,9270,0.0,800,53.86,30.0
9270,12251,0.0,800,53.86,30.0
9275,51911,0.0,800,53.86,30.0
9275,40488,0.002,800,53.86,30.12
9280,30482,0.0,800,53.86,30.0
9280,9280,0.0,800,53.86,30.0
9289,9289,0.0,800,53.86,30.0
9289,35553,0.005,800,53.86,30.35
9292,26471,0.0,800,53.86,30.0
9292,5971,0.0,800,53.86,30.0
9296,34990,0.016,800,53.86,31.09
9296,31388,0.051,800,53.86,33.39
9303,13102,0.0,800,53.86,30.0
9303,4291,0.0,800,53.86,30.0
9306,19648,0.008,800,53.86,30.5
9306,30679,0.008,800,53.86,30.5
9314,26953,0.033,800,53.86,32.23
9314,45706,0.033,800,53.86,32.23
9321,1178,0.0,800,53.86,30.0
9321,9321,0.0,800,53.86,30.0
9322,25633,0.046,800,53.86,33.08
9322,27026,0.043,800,53.86,32.87
9330,7406,0.0,800,53.86,30.0
9330,11192,0.0,800,53.86,30.0
9334,9334,0.0,800,53.86,30.0
9334,57808,0.013,800,53.86,30.9
9338,11827,0.0,800,53.86,30.0
9338,9338,0.0,800,53.86,30.0
9339,9339,0.0,800,53.86,30.0
9339,22427,0.023,800,53.86,31.57
9346,9346,0.0,800,53.86,30.0
9346,21758,0.032,800,53.86,32.15
9348,9348,0.0,800,53.86,30.0
9348,7803,0.0,800,53.86,30.0
9356,2526,0.025,800,53.86,31.67
9356,4841,0.044,800,53.86,32.96
9358,9358,0.0,800,53.86,30.0
9358,5215,0.0,800,53.86,30.0
9365,33349,0.047,800,53.86,33.17
9365,8853,0.047,800,53.86,33.17
9369,9369,0.0,800,53.86,30.0
9369,14682,0.008,800,53.86,30.57
9377,40637,0.001,800,53.86,30.09
9377,45399,0.014,800,53.86,30.91
9384,9384,0.0,800,53.86,30.0
9384,48819,0.0,800,53.86,30.0
9391,9391,0.0,800,53.86,30.0
9391,12964,0.0,800,53.86,30.0
9394,37772,0.016,800,53.86,31.04
9394,3248,0.03,800,53.86,31.98
9397,49294,0.0,800,53.86,30.01
9397,6471,0.014,800,53.86,30.91
9403,25736,0.106,800,53.86,37.11
9403,24753,0.252,800,53.86,46.83
9406,29567,0.033,800,53.86,32.23
9406,34072,0.033,800,53.86,32.23
9407,1754,0.05,800,53.86,33.33
9407,16077,0.05,800,53.86,33.33
9409,7029,0.0,800,53.86,30.0
9409,8156,0.0,800,53.86,30.0
9410,44827,0.0,800,53.86,30.0
9410,35160,0.029,800,53.86,31.97
9424,2754,0.001,800,53.86,30.06
9424,36021,0.019,800,53.86,31.27
9425,39315,0.001,800,53.86,30.09
9425,2207,0.002,800,53.86,30.13
9427,53892,0.002,800,53.86,30.17
9427,15293,0.02,800,53.86,31.32
9429,33491,0.015,800,53.86,31.04
9429,11909,0.016,800,53.86,31.06
9431,46135,0.0,800,53.86,30.0
9431,26333,0.0,800,53.86,30.0
9460,9460,0.0,800,53.86,30.0
9460,31726,0.0,800,53.86,30.0
9469,10006,0.0,800,53.86,30.0
9469,35937,0.019,800,53.86,31.24
9482,10359,0.003,800,53.86,30.19
9482,35516,0.003,800,53.86,30.19
9483,31677,0.003,800,53.86,30.18
9483,44306,0.004,800,53.86,30.26
9484,12085,0.002,800,53.86,30.15
9484,40632,0.176,800,53.86,41.78
9487,11976,0.014,800,53.86,30.94
9487,53833,0.117,800,53.86,37.79
9501,38545,0.0,800,53.86,30.0
9501,11607,0.073,800,53.86,34.85
9502,29763,0.0,800,53.86,30.03
9502,36193,0.009,800,53.86,30.61
9509,9509,0.0,800,53.86,30.0
9509,37316,0.096,800,53.86,36.42
9512,14306,0.022,800,53.86,31.45
9512,6381,0.033,800,53.86,32.22
9517,25359,0.023,800,53.86,31.54
9517,14598,0.026,800,53.86,31.71
9518,32293,0.055,800,53.86,33.67
9518,57800,0.066,800,53.86,34.42
9522,20307,0.005,800,53.86,30.34
9522,46816,0.007,800,53.86,30.47
9524,33413,0.059,800,53.86,33.94
9524,30450,0.059,800,53.86,33.94
9525,11077,0.149,800,53.86,39.97
9525,32691,0.148,800,53.86,39.88
9528,45692,0.019,800,53.86,31.29
9528,16980,0.036,800,53.86,32.38
9549,56923,0.002,800,53.86,30.13
9549,20550,0.06,800,53.86,34.03
9566,46062,0.0,800,53.86,30.0
9566,56921,0.002,800,53.86,30.12
9570,7164,0.003,800,53.86,30.2
9570,54062,0.008,800,53.86,30.53
9572,16509,0.0,800,53.86,30.0
9572,7953,0.001,800,53.86,30.06
9579,40276,0.011,800,53.86,30.73
9579,4837,0.073,800,53.86,34.86
9583,9583,0.0,800,53.86,30.0
9583,37059,0.005,800,53.86,30.35
9586,9586,0.0,800,53.86,30.0
9586,13472,0.001,800,53.86,30.05
9587,37020,0.003,800,53.86,30.22
9587,54062,0.005,800,53.86,30.36
9590,38637,0.004,800,53.86,30.3
9590,38826,0.01,800,53.86,30.64
9593,22739,0.007,800,53.86,30.45
9593,25083,0.018,800,53.86,31.22
9599,53362,0.008,800,53.86,30.53
9599,48470,0.011,800,53.86,30.72
9602,6451,0.0,800,53.86,30.0
9602,9602,0.0,800,53.86,30.0
9604,13978,0.009,800,53.86,30.62
9604,2440,0.033,800,53.86,32.19
9617,26732,0.0,800,53.86,30.0
9617,9617,0.0,800,53.86,30.0
9624,30722,0.041,800,53.86,32.76
9624,17674,0.041,800,53.86,32.76
9629,13038,0.029,800,53.86,31.94
9629,7364,0.029,800,53.86,31.94
9635,34124,0.019,800,53.86,31.24
9635,34194,0.022,800,53.86,31.48
9646,14461,0.009,800,53.86,30.57
9646,39242,0.009,800,53.86,30.57
9647,35101,0.035,800,53.86,32.31
9647,45427,0.091,800,53.86,36.07
9662,1086,0.0,800,53.86,30.0
9662,5375,0.0,800,53.86,30.0
9669,9669,0.0,800,53.86,30.0
9669,27845,0.019,800,53.86,31.25
9696,24957,0.0,800,53.86,30.0
9696,47292,0.121,800,53.86,38.1
9698,44882,0.0,800,53.86,30.0
9698,26649,0.0,800,53.86,30.0
9704,40092,0.001,800,53.86,30.07
9704,26145,0.003,800,53.86,30.2
9705,32636,0.0,800,53.86,30.0
9705,25683,0.0,800,53.86,30.0
9710,17620,0.0,800,53.86,30.0
9710,32665,0.0,800,53.86,30.0
9711,41100,0.0,800,53.86,30.0
9711,9711,0.0,800,53.86,30.0
9722,4277,0.152,800,53.86,40.14
9722,37756,0.219,800,53.86,44.67
9743,9743,0.0,800,53.86,30.0
9743,16846,0.0,800,53.86,30.0
9747,12379,0.0,800,53.86,30.01
9747,19261,0.0,800,53.86,30.01
9748,20282,0.0,800,53.86,30.0
9748,9748,0.0,800,53.86,30.0
9754,45003,0.0,800,53.86,30.0
9754,46366,0.0,800,53.86,30.0
9755,27838,0.015,800,53.86,31.01
9755,5532,0.022,800,53.86,31.45
9761,9761,0.0,800,53.86,30.0
9761,46901,0.0,800,53.86,30.0
9764,9764,0.0,800,53.86,30.0
9764,30205,0.03,800,53.86,31.99
9766,32547,0.046,800,53.86,33.05
9766,16139,0.096,800,53.86,36.43
9768,9768,0.0,800,53.86,30.0
9768,4869,0.0,800,53.86,30.0
9771,25264,0.0,800,53.86,30.0
9771,9771,0.0,800,53.86,30.0
9776,9776,0.0,800,53.86,30.0
9776,23201,0.0,800,53.86,30.0
9781,12071,0.0,800,53.86,30.0
9781,29463,0.019,800,53.86,31.27
9782,5171,0.0,800,53.86,30.0
9782,50734,0.0,800,53.86,30.0
9783,9783,0.0,800,53.86,30.0
9783,10590,0.0,800,53.86,30.01
9790,9790,0.0,800,53.86,30.0
9790,4295,0.0,800,53.86,30.0
9811,10987,0.005,800,53.86,30.32
9811,17782,0.022,800,53.86,31.45
9817,7413,0.0,800,53.86,30.0
9817,17,0.0,800,53.86,30.0
9824,37575,0.018,800,53.86,31.18
9824,22235,0.018,800,53.86,31.18
9825,27708,0.0,800,53.86,30.0
9825,6756,0.0,800,53.86,30.0
9833,56656,0.033,800,53.86,32.2
9833,18798,0.033,800,53.86,32.21
9834,45349,0.0,800,53.86,30.0
9834,26465,0.007,800,53.86,30.46
9835,7025,0.0,800,53.86,30.0
9835,9835,0.0,800,53.86,30.0
9840,12419,0.0,800,53.86,30.0
9840,9840,0.0,800,53.86,30.0
9844,9844,0.0,800,53.86,30.0
9844,14380,0.014,800,53.86,30.92
9846,30503,0.016,800,53.86,31.05
9846,46517,0.021,800,53.86,31.38
9849,7228,0.004,800,53.86,30.23
9849,49945,0.019,800,53.86,31.25
9850,17620,0.0,800,53.86,30.0
9850,32665,0.0,800,53.86,30.0
9852,36265,0.053,800,53.86,33.57
9852,7384,0.216,800,53.86,44.44
9858,9858,0.0,800,53.86,30.0
9858,9967,0.004,800,53.86,30.3
9861,33604,0.004,800,53.86,30.28
9861,14406,0.016,800,53.86,31.06
9862,28874,0.0,800,53.86,30.0
9862,46268,0.0,800,53.86,30.0
9874,5540,0.0,800,53.86,30.0
9874,7161,0.0,800,53.86,30.0
9883,7159,0.0,800,53.86,30.0
9883,554,0.0,800,53.86,30.0
9896,11462,0.044,800,53.86,32.93
9896,20105,0.202,800,53.86,43.48
9900,26768,0.001,800,53.86,30.1
9900,48401,0.017,800,53.86,31.14
9901,9901,0.0,800,53.86,30.0
9901,44248,0.0,800,53.86,30.0
9916,30064,0.0,800,53.86,30.0
9916,21170,0.046,800,53.86,33.04
9918,24578,0.0,800,53.86,30.0
9918,9918,0.0,800,53.86,30.0
9920,21999,0.0,800,53.86,30.0
9920,9920,0.0,800,53.86,30.0
9924,9924,0.0,800,53.86,30.0
9924,3406,0.017,800,53.86,31.16
9927,1447,0.0,800,53.86,30.0
9927,9927,0.0,800,53.86,30.0
9930,44559,0.002,800,53.86,30.15
9930,32783,0.003,800,53.86,30.2
9932,32549,0.029,800,53.86,31.93
9932,50903,0.045,800,53.86,33.02
9935,12155,0.003,800,53.86,30.18
9935,55635,0.142,800,53.86,39.46
9938,55146,0.014,800,53.86,30.91
9938,6684,0.015,800,53.86,31.0
9944,45599,0.0,800,53.86,30.0
9944,16911,0.0,800,53.86,30.0
9958,19332,0.0,800,53.86,30.0
9958,5192,0.0,800,53.86,30.0
9959,44595,0.017,800,53.86,31.12
9959,9103,0.052,800,53.86,33.5
9965,32546,0.018,800,53.86,31.18
9965,38434,0.022,800,53.86,31.47
9967,9858,0.004,800,53.86,30.3
9967,2021,0.004,800,53.86,30.3
9968,46695,0.022,800,53.86,31.49
9968,2073,0.022,800,53.86,31.49
9979,4017,0.0,800,53.86,30.0
9979,14390,0.021,800,53.86,31.41
9982,44502,0.0,800,53.86,30.0
9982,36166,0.014,800,53.86,30.95
9983,44072,0.0,800,53.86,30.0
9983,43081,0.242,800,53.86,46.15
9984,27684,0.0,800,53.86,30.0
9984,33897,0.0,800,53.86,30.0
9986,45154,0.017,800,53.86,31.16
9986,5653,0.071,800,53.86,34.73
9987,25327,0.002,800,53.86,30.14
9987,31456,0.011,800,53.86,30.74
9990,22486,0.0,800,53.86,30.0
9990,16036,0.007,800,53.86,30.46
9992,22488,0.008,800,53.86,30.56
9992,17332,0.013,800,53.86,30.9
9994,9994,0.0,800,53.86,30.0
9994,43555,0.0,800,53.86,30.0
9995,38657,0.0,800,53.86,30.0
9995,35731,0.005,800,53.86,30.31
14004,32835,0.018,800,53.86,31.23
14004,36061,0.023,800,53.86,31.51
14006,36226,0.014,800,53.86,30.91
14006,5613,0.016,800,53.86,31.08
14010,7283,0.0,800,53.86,30.0
14010,32203,0.0,800,53.86,30.0
14012,14012,0.0,800,53.86,30.0
14012,32055,0.0,800,53.86,30.0
14029,39872,0.046,800,53.86,33.04
14029,20760,0.086,800,53.86,35.77
14039,24712,0.204,800,53.86,43.63
14039,35299,0.203,800,53.86,43.57
14050,17661,0.0,800,53.86,30.0
14050,22788,0.079,800,53.86,35.29
14055,33655,0.0,800,53.86,30.0
14055,9013,0.029,800,53.86,31.96
14060,14676,0.001,800,53.86,30.09
14060,3616,0.031,800,53.86,32.1
14064,3787,0.0,800,53.86,30.0
14064,8078,0.0,800,53.86,30.0
14069,8176,0.012,800,53.86,30.78
14069,57812,0.029,800,53.86,31.93
14070,18408,0.0,800,53.86,30.0
14070,14070,0.0,800,53.86,30.0
14073,3787,0.0,800,53.86,30.0
14073,8078,0.0,800,53.86,30.0
14082,39214,0.059,800,53.86,33.92
14082,23265,0.069,800,53.86,34.62
14088,14633,0.0,800,53.86,30.0
14088,14088,0.0,800,53.86,30.0
14093,33012,0.008,800,53.86,30.51
14093,32135,0.041,800,53.86,32.75
14100,8824,0.0,800,53.86,30.0
14100,11294,0.0,800,53.86,30.0
14101,20843,0.0,800,53.86,30.0
14101,23061,0.045,800,53.86,32.98
14106,17351,0.0,800,53.86,30.0
14106,26649,0.191,800,53.86,42.75
14112,47972,0.0,800,53.86,30.0
14112,18666,0.0,800,53.86,30.0
14127,9369,0.0,800,53.86,30.0
14127,14682,0.008,800,53.86,30.57
14132,14132,0.0,800,53.86,30.0
14132,8216,0.0,800,53.86,30.0
14135,14135,0.0,800,53.86,30.0
14135,25807,0.0,800,53.86,30.0
14136,38370,0.005,800,53.86,30.32
14136,14321,0.034,800,53.86,32.24
14140,14140,0.0,800,53.86,30.0
14140,2009,0.0,800,53.86,30.0
14147,40980,0.0,800,53.86,30.0
14147,39420,0.0,800,53.86,30.0
14149,51295,0.0,800,53.86,30.02
14149,54731,0.018,800,53.86,31.23
14157,15755,0.018,800,53.86,31.2
14157,4931,0.088,800,53.86,35.88
14158,5654,0.0,800,53.86,30.0
14158,38565,0.0,800,53.86,30.0
14159,52222,0.003,800,53.86,30.19
14159,37114,0.018,800,53.86,31.19
14162,8364,0.0,800,53.86,30.0
14162,7258,0.0,800,53.86,30.0
14174,49379,0.023,800,53.86,31.51
14174,14914,0.069,800,53.86,34.6
14181,13523,0.0,800,53.86,30.02
14181,7038,0.0,800,53.86,30.02
14182,12490,0.041,800,53.86,32.72
14182,35034,0.117,800,53.86,37.81
14185,14185,0.0,800,53.86,30.0
14185,33992,0.013,800,53.86,30.88
14190,41664,0.013,800,53.86,30.87
14190,41039,0.013,800,53.86,30.87
14197,15134,0.024,800,53.86,31.58
14197,57569,0.027,800,53.86,31.82
14199,25343,0.0,800,53.86,30.0
14199,23759,0.0,800,53.86,30.0
14204,29920,0.013,800,53.86,30.86
14204,29778,0.013,800,53.86,30.86
14212,10599,0.005,800,53.86,30.32
14212,3857,0.085,800,53.86,35.7
14219,54050,0.022,800,53.86,31.49
14219,52034,0.022,800,53.86,31.49
14220,5661,0.016,800,53.86,31.06
14220,18300,0.016,800,53.86,31.06
14229,8001,0.002,800,53.86,30.17
14229,55454,0.024,800,53.86,31.62
14231,8224,0.011,800,53.86,30.71
14231,2071,0.011,800,53.86,30.71
14233,36441,0.014,800,53.86,30.97
14233,36680,0.016,800,53.86,31.06
14236,13070,0.005,800,53.86,30.31
14236,10067,0.011,800,53.86,30.74
14251,31677,0.016,800,53.86,31.05
14251,9483,0.018,800,53.86,31.23
14252,31960,0.007,800,53.86,30.46
14252,14181,0.09,800,53.86,36.05
14261,35440,0.0,800,53.86,30.03
14261,8473,0.026,800,53.86,31.72
14266,15408,0.001,800,53.86,30.07
14266,53061,0.012,800,53.86,30.84
14267,32120,0.012,800,53.86,30.83
14267,19991,0.019,800,53.86,31.27
14273,32550,0.009,800,53.86,30.63
14273,16583,0.152,800,53.86,40.19
14275,26854,0.038,800,53.86,32.51
14275,53080,0.038,800,53.86,32.51
14277,8576,0.014,800,53.86,30.95
14277,3058,0.014,800,53.86,30.95
14279,15748,0.013,800,53.86,30.9
14279,3787,0.083,800,53.86,35.56
14282,15715,0.028,800,53.86,31.87
14282,34964,0.036,800,53.86,32.39
14285,29920,0.003,800,53.86,30.19
14285,29778,0.003,800,53.86,30.19
14286,12646,0.001,800,53.86,30.05
14286,18300,0.016,800,53.86,31.1
14289,32509,0.111,800,53.86,37.39
14289,13415,0.169,800,53.86,41.27
14290,14734,0.008,800,53.86,30.52
14290,12582,0.11,800,53.86,37.38
14297,15686,0.013,800,53.86,30.89
14297,25035,0.107,800,53.86,37.15
14300,36441,0.014,800,53.86,30.94
14300,36680,0.015,800,53.86,31.02
14303,1889,0.006,800,53.86,30.43
14303,54015,0.038,800,53.86,32.52
14306,7521,0.012,800,53.86,30.78
14306,6381,0.012,800,53.86,30.78
14308,14891,0.021,800,53.86,31.42
14308,55942,0.023,800,53.86,31.54
14315,37474,0.005,800,53.86,30.3
14315,15152,0.015,800,53.86,30.99
14319,16651,0.022,800,53.86,31.46
14319,5416,0.042,800,53.86,32.78
14321,44458,0.001,800,53.86,30.08
14321,37861,0.001,800,53.86,30.08
14328,19494,0.027,800,53.86,31.77
14328,47440,0.027,800,53.86,31.77
14329,34883,0.036,800,53.86,32.4
14329,5730,0.097,800,53.86,36.51
14338,17676,0.002,800,53.86,30.12
14338,42190,0.002,800,53.86,30.12
14343,14728,0.014,800,53.86,30.92
14343,14858,0.252,800,53.86,46.86
14345,37015,0.014,800,53.86,30.91
14345,15124,0.014,800,53.86,30.92
14347,15120,0.012,800,53.86,30.78
14347,37218,0.089,800,53.86,35.93
14350,55417,0.017,800,53.86,31.11
14350,2555,0.042,800,53.86,32.82
14352,15128,0.02,800,53.86,31.34
14352,25035,0.117,800,53.86,37.82
14368,32878,0.032,800,53.86,32.14
14368,5527,0.175,800,53.86,41.73
14371,31902,0.016,800,53.86,31.07
14371,28528,0.059,800,53.86,33.92
14380,27427,0.014,800,53.86,30.92
14380,9844,0.014,800,53.86,30.92
14383,10208,0.02,800,53.86,31.33
14383,39368,0.17,800,53.86,41.39
14390,15602,0.013,800,53.86,30.84
14390,4017,0.021,800,53.86,31.41
14394,15194,0.0,800,53.86,30.02
14394,21038,0.011,800,53.86,30.72
14406,9861,0.016,800,53.86,31.06
14406,33604,0.02,800,53.86,31.35
14409,52838,0.023,800,53.86,31.57
14409,29097,0.023,800,53.86,31.57
14442,14442,0.0,800,53.86,30.0
14442,6381,0.072,800,53.86,34.79
14455,33208,0.0,800,53.86,30.0
14455,6595,0.067,800,53.86,34.47
14458,14458,0.0,800,53.86,30.0
14458,15369,0.0,800,53.86,30.0
14461,39242,0.0,800,53.86,30.0
14461,9646,0.009,800,53.86,30.57
14464,31861,0.015,800,53.86,31.01
14464,15997,0.171,800,53.86,41.4
14511,14511,0.0,800,53.86,30.0
14511,34519,0.014,800,53.86,30.91
14519,47249,0.0,800,53.86,30.0
14519,33264,0.0,800,53.86,30.0
14533,33200,0.0,800,53.86,30.0
14533,18226,0.025,800,53.86,31.64
14547,14547,0.0,800,53.86,30.0
14547,16210,0.092,800,53.86,36.13
14549,7834,0.012,800,53.86,30.78
14549,37203,0.012,800,53.86,30.78
14550,8140,0.074,800,53.86,34.93
14550,12663,0.081,800,53.86,35.41
14552,14552,0.0,800,53.86,30.0
14552,14695,0.0,800,53.86,30.0
14553,6508,0.0,800,53.86,30.0
14553,14553,0.0,800,53.86,30.0
14558,52657,0.012,800,53.86,30.77
14558,48292,0.012,800,53.86,30.77
14561,5654,0.0,800,53.86,30.0
14561,38565,0.0,800,53.86,30.0
14565,55674,0.0,800,53.86,30.0
14565,37745,0.0,800,53.86,30.0
14568,10476,0.0,800,53.86,30.0
14568,42136,0.03,800,53.86,31.99
14569,14569,0.0,800,53.86,30.0
14569,10712,0.0,800,53.86,30.0
14577,34486,0.041,800,53.86,32.72
14577,5379,0.041,800,53.86,32.72
14583,14458,0.0,800,53.86,30.0
14583,15369,0.0,800,53.86,30.0
14592,14592,0.0,800,53.86,30.0
14592,3262,0.0,800,53.86,30.0
14595,38184,0.021,800,53.86,31.42
14595,26452,0.04,800,53.86,32.69
14598,9397,0.016,800,53.86,31.08
14598,49294,0.016,800,53.86,31.09
14602,14140,0.0,800,53.86,30.0
14602,2009,0.0,800,53.86,30.0
14605,52335,0.025,800,53.86,31.64
14605,35026,0.042,800,53.86,32.8
14609,36934,0.018,800,53.86,31.18
14609,11724,0.026,800,53.86,31.73
14617,14617,0.0,800,53.86,30.0
14617,2431,0.095,800,53.86,36.38
14619,38119,0.161,800,53.86,40.78
14619,43106,0.13,800,53.86,38.68
14626,46838,0.047,800,53.86,33.12
14626,39470,0.157,800,53.86,40.46
14628,38881,0.061,800,53.86,34.08
14628,43159,0.069,800,53.86,34.62
14633,14633,0.0,800,53.86,30.0
14633,14088,0.0,800,53.86,30.0
14639,48292,0.0,800,53.86,30.0
14639,14639,0.0,800,53.86,30.0
14646,4611,0.001,800,53.86,30.04
14646,36976,0.02,800,53.86,31.3
14647,2798,0.014,800,53.86,30.93
14647,2156,0.015,800,53.86,30.98
14651,35044,0.026,800,53.86,31.76
14651,13786,0.131,800,53.86,38.75
14655,14655,0.0,800,53.86,30.0
14655,264,0.002,800,53.86,30.11
14658,12285,0.026,800,53.86,31.76
14658,8510,0.026,800,53.86,31.77
14666,14666,0.0,800,53.86,30.0
14666,38143,0.0,800,53.86,30.0
14673,38732,0.0,800,53.86,30.0
14673,18838,0.013,800,53.86,30.9
14675,33742,0.005,800,53.86,30.31
14675,4440,0.006,800,53.86,30.43
14676,14060,0.001,800,53.86,30.09
14676,3616,0.03,800,53.86,32.01
14682,9369,0.008,800,53.86,30.57
14682,14127,0.008,800,53.86,30.57
14686,38679,0.0,800,53.86,30.0
14686,45796,0.001,800,53.86,30.09
14692,15708,0.013,800,53.86,30.84
14692,22332,0.073,800,53.86,34.9
14695,14552,0.0,800,53.86,30.0
14695,14695,0.0,800,53.86,30.0
14698,50479,0.044,800,53.86,32.97
14698,31901,0.05,800,53.86,33.36
14700,32467,0.002,800,53.86,30.1
14700,20792,0.177,800,53.86,41.81
14703,50682,0.051,800,53.86,33.41
14703,55735,0.063,800,53.86,34.21
14707,37468,0.0,800,53.86,30.0
14707,56808,0.002,800,53.86,30.13
14718,37055,0.037,800,53.86,32.49
14718,14905,0.045,800,53.86,32.98
14720,16818,0.023,800,53.86,31.56
14720,14911,0.024,800,53.86,31.57
14722,29367,0.012,800,53.86,30.81
14722,4940,0.012,800,53.86,30.81
14724,54035,0.005,800,53.86,30.3
14724,36243,0.015,800,53.86,31.01
14728,14343,0.014,800,53.86,30.92
14728,14858,0.239,800,53.86,45.94
14730,31970,0.008,800,53.86,30.51
14730,2336,0.077,800,53.86,35.18
14734,14290,0.008,800,53.86,30.52
14734,12582,0.118,800,53.86,37.89
14742,56426,0.013,800,53.86,30.9
14742,6002,0.022,800,53.86,31.45
14743,38411,0.003,800,53.86,30.18
14743,15167,0.009,800,53.86,30.62
14744,17847,0.01,800,53.86,30.7
14744,43040,0.01,800,53.86,30.7
14749,2539,0.002,800,53.86,30.13
14749,293,0.176,800,53.86,41.74
14753,1856,0.106,800,53.86,37.11
14753,4582,0.154,800,53.86,40.3
14761,37251,0.019,800,53.86,31.24
14761,44520,0.022,800,53.86,31.48
14765,35735,0.023,800,53.86,31.53
14765,39914,0.029,800,53.86,31.94
14768,2817,0.038,800,53.86,32.52
14768,37709,0.05,800,53.86,33.31
14774,12956,0.017,800,53.86,31.1
14774,55294,0.152,800,53.86,40.16
14776,15644,0.02,800,53.86,31.32
14776,46040,0.095,800,53.86,36.37
14779,15581,0.0,800,53.86,30.02
14779,17132,0.06,800,53.86,33.99
14780,44540,0.001,800,53.86,30.09
14780,46517,0.009,800,53.86,30.62
14781,13419,0.155,800,53.86,40.37
14781,14924,0.198,800,53.86,43.22
14786,4940,0.019,800,53.86,31.25
