from,to,distance_km,predicted_flow,estimated_speed_kmh,travel_time_sec
24417,633,0.0,800,53.86,30.0
24417,20629,0.0,800,53.86,30.0
24419,25257,0.0,800,53.86,30.0
24419,34204,0.002,800,53.86,30.15
24421,45441,0.0,800,53.86,30.0
24421,36322,0.009,800,53.86,30.61
24444,44525,0.0,800,53.86,30.0
24444,11722,0.035,800,53.86,32.35
24452,7558,0.0,800,53.86,30.0
24452,48123,0.021,800,53.86,31.38
24458,34650,0.033,800,53.86,32.18
24458,55443,0.074,800,53.86,34.97
24466,27262,0.038,800,53.86,32.53
24466,20607,0.049,800,53.86,33.31
24479,24479,0.0,800,53.86,30.0
24479,34278,0.013,800,53.86,30.88
24489,14552,0.0,800,53.86,30.0
24489,14695,0.0,800,53.86,30.0
24499,50609,0.018,800,53.86,31.23
24499,37501,0.018,800,53.86,31.23
24509,45815,0.0,800,53.86,30.0
24509,23061,0.009,800,53.86,30.6
24517,44920,0.0,800,53.86,30.0
24517,46040,0.0,800,53.86,30.0
24519,7979,0.0,800,53.86,30.0
24519,13546,0.005,800,53.86,30.3
24531,22491,0.097,800,53.86,36.5
24531,20964,0.154,800,53.86,40.32
24534,46662,0.002,800,53.86,30.13
24534,34158,0.004,800,53.86,30.26
24539,12663,0.04,800,53.86,32.68
24539,47488,0.065,800,53.86,34.33
24563,43039,0.009,800,53.86,30.63
24563,45940,0.024,800,53.86,31.6
24577,1339,0.0,800,53.86,30.0
24577,17629,0.0,800,53.86,30.0
24578,24578,0.0,800,53.86,30.0
24578,9918,0.0,800,53.86,30.0
24593,51553,0.022,800,53.86,31.48
24593,24596,0.028,800,53.86,31.88
24596,51553,0.017,800,53.86,31.11
24596,54189,0.017,800,53.86,31.17
24605,32102,0.007,800,53.86,30.47
24605,36117,0.013,800,53.86,30.88
24614,15660,0.0,800,53.86,30.0
24614,5286,0.0,800,53.86,30.0
24615,11334,0.008,800,53.86,30.55
24615,8943,0.017,800,53.86,31.11
24618,7025,0.0,800,53.86,30.0
24618,9835,0.0,800,53.86,30.0
24623,24623,0.0,800,53.86,30.0
24623,5284,0.0,800,53.86,30.0
24624,32636,0.0,800,53.86,30.0
24624,25683,0.0,800,53.86,30.0
24625,1339,0.0,800,53.86,30.0
24625,17629,0.0,800,53.86,30.0
24628,17200,0.0,800,53.86,30.0
24628,7271,0.0,800,53.86,30.0
24650,24650,0.0,800,53.86,30.0
24650,6314,0.027,800,53.86,31.84
24659,24659,0.0,800,53.86,30.0
24659,33251,0.0,800,53.86,30.0
24665,24665,0.0,800,53.86,30.0
24665,7558,0.021,800,53.86,31.38
24668,24668,0.0,800,53.86,30.0
24668,6652,0.107,800,53.86,37.14
24681,16131,0.005,800,53.86,30.31
24681,6944,0.005,800,53.86,30.31
24685,37119,0.024,800,53.86,31.58
24685,37247,0.031,800,53.86,32.05
24686,45583,0.025,800,53.86,31.66
24686,52349,0.025,800,53.86,31.66
24690,2792,0.004,800,53.86,30.28
24690,52457,0.028,800,53.86,31.9
24700,31184,0.021,800,53.86,31.39
24700,20907,0.031,800,53.86,32.08
24703,24703,0.0,800,53.86,30.0
24703,38524,0.003,800,53.86,30.17
24705,40336,0.0,800,53.86,30.0
24705,24232,0.08,800,53.86,35.35
24709,55791,0.0,800,53.86,30.0
24709,51525,0.042,800,53.86,32.82
24712,35299,0.007,800,53.86,30.47
24712,12963,0.023,800,53.86,31.51
24713,24713,0.0,800,53.86,30.0
24713,33215,0.0,800,53.86,30.0
24715,24914,0.037,800,53.86,32.46
24715,50104,0.037,800,53.86,32.46
24717,15954,0.0,800,53.86,30.0
24717,14220,0.019,800,53.86,31.25
24726,24726,0.0,800,53.86,30.0
24726,25125,0.002,800,53.86,30.16
24744,28186,0.004,800,53.86,30.24
24744,8774,0.004,800,53.86,30.24
24747,24792,0.0,800,53.86,30.0
24747,24747,0.0,800,53.86,30.0
24753,13456,0.026,800,53.86,31.75
24753,3161,0.066,800,53.86,34.43
24781,8377,0.0,800,53.86,30.0
24781,18309,0.0,800,53.86,30.0
24792,24792,0.0,800,53.86,30.0
24792,24747,0.0,800,53.86,30.0
24793,38157,0.0,800,53.86,30.0
24793,43434,0.008,800,53.86,30.52
24811,24811,0.0,800,53.86,30.0
24811,5950,0.0,800,53.86,30.0
24852,3933,0.045,800,53.86,33.04
24852,49030,0.062,800,53.86,34.12
24867,5904,0.01,800,53.86,30.66
24867,42993,0.012,800,53.86,30.78
24912,24912,0.0,800,53.86,30.0
24912,52628,0.001,800,53.86,30.06
24914,50104,0.0,800,53.86,30.0
24914,35337,0.021,800,53.86,31.4
24924,23416,0.0,800,53.86,30.0
24924,31383,0.063,800,53.86,34.18
24930,12229,0.0,800,53.86,30.0
24930,33136,0.0,800,53.86,30.0
24933,1216,0.0,800,53.86,30.0
24933,24933,0.0,800,53.86,30.0
24957,24957,0.0,800,53.86,30.0
24957,47292,0.121,800,53.86,38.1
24962,1876,0.0,800,53.86,30.0
24962,24962,0.0,800,53.86,30.0
24975,33255,0.0,800,53.86,30.0
24975,20736,0.0,800,53.86,30.0
24978,15777,0.0,800,53.86,30.0
24978,22653,0.0,800,53.86,30.0
25000,26395,0.0,800,53.86,30.0
25000,22604,0.0,800,53.86,30.0
20005,20005,0.0,800,53.86,30.0
20005,9918,0.0,800,53.86,30.02
20008,5236,0.002,800,53.86,30.15
20008,7158,0.026,800,53.86,31.71
20009,10340,0.017,800,53.86,31.13
20009,36101,0.024,800,53.86,31.59
20010,44235,0.028,800,53.86,31.86
20010,20039,0.028,800,53.86,31.89
20019,20019,0.0,800,53.86,30.0
20019,5207,0.018,800,53.86,31.22
20025,2170,0.015,800,53.86,31.0
20025,26167,0.034,800,53.86,32.26
20039,20010,0.028,800,53.86,31.89
20039,36932,0.058,800,53.86,33.85
20055,20499,0.001,800,53.86,30.08
20055,21865,0.23,800,53.86,45.36
20072,12682,0.003,800,53.86,30.18
20072,2408,0.164,800,53.86,40.97
20080,16623,0.012,800,53.86,30.83
20080,40575,0.012,800,53.86,30.83
20084,21150,0.0,800,53.86,30.02
20084,31739,0.017,800,53.86,31.17
20100,16559,0.007,800,53.86,30.49
20100,41756,0.082,800,53.86,35.5
20102,27160,0.0,800,53.86,30.0
20102,56469,0.004,800,53.86,30.3
20105,20743,0.032,800,53.86,32.16
20105,13417,0.05,800,53.86,33.35
20116,41838,0.037,800,53.86,32.46
20116,9669,0.037,800,53.86,32.46
20120,57432,0.0,800,53.86,30.0
20120,57438,0.003,800,53.86,30.17
20124,20124,0.0,800,53.86,30.0
20124,5719,0.002,800,53.86,30.13
20134,45073,0.001,800,53.86,30.04
20134,41510,0.001,800,53.86,30.04
20135,46717,0.342,800,53.86,52.89
20135,40868,0.373,800,53.86,54.9
20138,20138,0.0,800,53.86,30.0
20138,18092,0.164,800,53.86,40.97
20170,53007,0.016,800,53.86,31.06
20170,24534,0.024,800,53.86,31.58
20201,49317,0.007,800,53.86,30.48
20201,52967,0.012,800,53.86,30.82
20211,21210,0.003,800,53.86,30.23
20211,4523,0.046,800,53.86,33.07
20214,21983,0.017,800,53.86,31.13
20214,53964,0.23,800,53.86,45.37
20216,8839,0.0,800,53.86,30.0
20216,14905,0.034,800,53.86,32.26
20223,47972,0.0,800,53.86,30.0
20223,18666,0.0,800,53.86,30.0
20239,25646,0.001,800,53.86,30.08
20239,37820,0.001,800,53.86,30.08
20241,20241,0.0,800,53.86,30.0
20241,46415,0.0,800,53.86,30.02
20244,41112,0.006,800,53.86,30.39
20244,32356,0.006,800,53.86,30.39
20264,10589,0.0,800,53.86,30.0
20264,10063,0.0,800,53.86,30.0
20282,20282,0.0,800,53.86,30.0
20282,9748,0.0,800,53.86,30.0
20287,497,0.0,800,53.86,30.03
20287,49764,0.0,800,53.86,30.03
20300,3968,0.041,800,53.86,32.74
20300,50887,0.053,800,53.86,33.55
20307,46816,0.002,800,53.86,30.13
20307,9522,0.005,800,53.86,30.34
20346,37116,0.0,800,53.86,30.0
20346,36030,0.004,800,53.86,30.28
20349,24912,0.0,800,53.86,30.0
20349,52628,0.001,800,53.86,30.06
20355,18063,0.047,800,53.86,33.12
20355,38818,0.092,800,53.86,36.16
20356,11706,0.0,800,53.86,30.0
20356,17264,0.0,800,53.86,30.0
20357,46811,0.0,800,53.86,30.0
20357,16893,0.015,800,53.86,31.0
20360,17851,0.005,800,53.86,30.35
20360,21073,0.005,800,53.86,30.35
20365,20365,0.0,800,53.86,30.0
20365,25644,0.0,800,53.86,30.0
20367,7025,0.0,800,53.86,30.0
20367,9835,0.0,800,53.86,30.0
20369,43763,0.008,800,53.86,30.54
20369,54836,0.009,800,53.86,30.58
20373,20373,0.0,800,53.86,30.0
20373,37782,0.078,800,53.86,35.21
20387,21326,0.195,800,53.86,43.06
20387,7293,0.195,800,53.86,43.06
20394,4457,0.022,800,53.86,31.5
20394,31781,0.022,800,53.86,31.5
20399,20399,0.0,800,53.86,30.0
20399,7264,0.037,800,53.86,32.48
20400,20400,0.0,800,53.86,30.0
20400,51863,0.042,800,53.86,32.79
20403,20403,0.0,800,53.86,30.0
20403,19675,0.016,800,53.86,31.08
20404,35221,0.02,800,53.86,31.34
20404,7550,0.037,800,53.86,32.49
20406,31420,0.016,800,53.86,31.09
20406,45885,0.026,800,53.86,31.72
20420,10014,0.0,800,53.86,30.0
20420,8654,0.0,800,53.86,30.0
20432,42145,0.008,800,53.86,30.57
20432,36846,0.019,800,53.86,31.27
20443,44846,0.005,800,53.86,30.32
20443,23171,0.005,800,53.86,30.32
20445,20445,0.0,800,53.86,30.0
20445,55130,0.017,800,53.86,31.11
20451,10887,0.0,800,53.86,30.0
20451,8256,0.006,800,53.86,30.42
20455,21432,0.016,800,53.86,31.06
20455,8393,0.04,800,53.86,32.68
20457,20457,0.0,800,53.86,30.0
20457,35458,0.05,800,53.86,33.33
20458,14966,0.063,800,53.86,34.18
20458,4337,0.084,800,53.86,35.63
20463,33284,0.0,800,53.86,30.0
20463,36231,0.002,800,53.86,30.1
20499,20055,0.001,800,53.86,30.08
20499,21865,0.231,800,53.86,45.45
20527,12830,0.028,800,53.86,31.86
20527,51855,0.113,800,53.86,37.55
20543,34941,0.0,800,53.86,30.01
20543,20080,0.095,800,53.86,36.38
20544,45420,0.034,800,53.86,32.3
20544,30206,0.034,800,53.86,32.3
20550,26203,0.042,800,53.86,32.83
20550,9549,0.06,800,53.86,34.03
20584,19475,0.001,800,53.86,30.07
20584,9572,0.358,800,53.86,53.95
20605,40299,0.002,800,53.86,30.14
20605,35445,0.002,800,53.86,30.17
20607,27262,0.012,800,53.86,30.78
20607,14004,0.023,800,53.86,31.53
20621,38708,0.005,800,53.86,30.34
20621,14409,0.072,800,53.86,34.83
20623,32673,0.0,800,53.86,30.0
20623,9429,0.158,800,53.86,40.56
20625,37880,0.055,800,53.86,33.66
20625,36350,0.058,800,53.86,33.84
20629,633,0.0,800,53.86,30.0
20629,20629,0.0,800,53.86,30.0
20639,34575,0.003,800,53.86,30.23
20639,53952,0.004,800,53.86,30.3
20648,45373,0.017,800,53.86,31.11
20648,20651,0.017,800,53.86,31.11
20649,56921,0.012,800,53.86,30.82
20649,46062,0.012,800,53.86,30.83
20651,45373,0.0,800,53.86,30.0
20651,20651,0.0,800,53.86,30.0
20654,20654,0.0,800,53.86,30.0
20654,36498,0.003,800,53.86,30.22
20656,7280,0.008,800,53.86,30.53
20656,46230,0.008,800,53.86,30.53
20660,17234,0.028,800,53.86,31.84
20660,12485,0.028,800,53.86,31.88
20665,20665,0.0,800,53.86,30.0
20665,37268,0.001,800,53.86,30.09
20676,39019,0.043,800,53.86,32.91
20676,49804,0.133,800,53.86,38.91
20677,20677,0.0,800,53.86,30.0
20677,3019,0.0,800,53.86,30.0
20686,20686,0.0,800,53.86,30.0
20686,36903,0.019,800,53.86,31.3
20691,25647,0.0,800,53.86,30.0
20691,36237,0.0,800,53.86,30.02
20696,20696,0.0,800,53.86,30.0
20696,36767,0.021,800,53.86,31.4
20713,20713,0.0,800,53.86,30.0
20713,5053,0.026,800,53.86,31.72
20723,7395,0.0,800,53.86,30.0
20723,39,0.001,800,53.86,30.06
20725,20725,0.0,800,53.86,30.0
20725,21137,0.032,800,53.86,32.17
20736,33255,0.0,800,53.86,30.0
20736,20736,0.0,800,53.86,30.0
20740,20740,0.0,800,53.86,30.0
20740,1753,0.081,800,53.86,35.39
20743,13099,0.018,800,53.86,31.19
20743,13417,0.018,800,53.86,31.19
20746,37582,0.017,800,53.86,31.12
20746,37341,0.044,800,53.86,32.93
20749,15727,0.016,800,53.86,31.05
20749,8333,0.016,800,53.86,31.05
20760,8221,0.022,800,53.86,31.45
20760,14029,0.086,800,53.86,35.77
20792,20792,0.0,800,53.86,30.0
20792,14891,0.01,800,53.86,30.69
20826,3787,0.0,800,53.86,30.0
20826,8078,0.0,800,53.86,30.0
20831,44973,0.0,800,53.86,30.0
20831,20831,0.0,800,53.86,30.0
20843,20843,0.0,800,53.86,30.0
20843,23061,0.045,800,53.86,32.98
20871,16565,0.0,800,53.86,30.0
20871,20871,0.0,800,53.86,30.0
20880,51317,0.002,800,53.86,30.11
20880,33019,0.006,800,53.86,30.4
20902,20902,0.0,800,53.86,30.0
20902,9783,0.0,800,53.86,30.01
20907,24700,0.031,800,53.86,32.08
20907,31184,0.038,800,53.86,32.52
20917,51943,0.0,800,53.86,30.0
20917,20917,0.0,800,53.86,30.0
20932,9768,0.0,800,53.86,30.0
20932,4869,0.0,800,53.86,30.0
20939,20939,0.0,800,53.86,30.0
20939,52651,0.028,800,53.86,31.89
20947,6647,0.0,800,53.86,30.0
20947,4837,0.0,800,53.86,30.0
20954,20954,0.0,800,53.86,30.0
20954,43093,0.0,800,53.86,30.0
20959,20959,0.0,800,53.86,30.0
20959,8529,0.0,800,53.86,30.0
20964,33183,0.0,800,53.86,30.0
20964,20964,0.0,800,53.86,30.0
20982,16726,0.0,800,53.86,30.0
20982,16832,0.0,800,53.86,30.0
20999,20999,0.0,800,53.86,30.0
20999,45230,0.014,800,53.86,30.94
28040,26863,0.0,800,53.86,30.0
28040,5284,0.0,800,53.86,30.0
28050,7029,0.0,800,53.86,30.0
28050,8156,0.0,800,53.86,30.0
28086,33233,0.0,800,53.86,30.03
28086,39398,0.014,800,53.86,30.91
28087,28087,0.0,800,53.86,30.0
28087,3793,0.0,800,53.86,30.0
28089,3857,0.0,800,53.86,30.0
28089,5168,0.0,800,53.86,30.0
28104,16143,0.0,800,53.86,30.0
28104,56160,0.153,800,53.86,40.2
28109,28109,0.0,800,53.86,30.0
28109,44171,0.0,800,53.86,30.0
28111,28111,0.0,800,53.86,30.0
28111,15841,0.033,800,53.86,32.2
28116,46786,0.115,800,53.86,37.72
28116,10810,0.215,800,53.86,44.38
28121,5549,0.0,800,53.86,30.0
28121,36079,0.0,800,53.86,30.0
28142,12379,0.0,800,53.86,30.0
28142,19261,0.0,800,53.86,30.0
28143,8814,0.0,800,53.86,30.0
28143,1601,0.0,800,53.86,30.0
28147,46907,0.0,800,53.86,30.0
28147,39922,0.058,800,53.86,33.84
28162,23269,0.0,800,53.86,30.0
28162,21764,0.0,800,53.86,30.0
28185,45583,0.017,800,53.86,31.11
28185,52349,0.017,800,53.86,31.11
28186,28186,0.0,800,53.86,30.0
28186,8774,0.0,800,53.86,30.0
28197,9358,0.0,800,53.86,30.0
28197,5215,0.0,800,53.86,30.0
28207,4452,0.0,800,53.86,30.0
28207,12135,0.093,800,53.86,36.22
28208,39233,0.041,800,53.86,32.75
28208,51528,0.05,800,53.86,33.31
28209,28209,0.0,800,53.86,30.0
28209,25585,0.008,800,53.86,30.5
28212,28212,0.0,800,53.86,30.0
28212,55946,0.005,800,53.86,30.36
28229,28229,0.0,800,53.86,30.0
28229,41749,0.0,800,53.86,30.0
28232,31726,0.002,800,53.86,30.12
28232,9460,0.002,800,53.86,30.12
28234,39687,0.037,800,53.86,32.48
28234,17675,0.089,800,53.86,35.97
28236,28236,0.0,800,53.86,30.0
28236,10582,0.129,800,53.86,38.64
28245,28245,0.0,800,53.86,30.0
28245,8802,0.0,800,53.86,30.0
28247,5549,0.0,800,53.86,30.0
28247,36079,0.0,800,53.86,30.0
28257,36235,0.0,800,53.86,30.0
28257,37305,0.0,800,53.86,30.0
28281,28281,0.0,800,53.86,30.0
28281,49066,0.082,800,53.86,35.51
28305,10362,0.0,800,53.86,30.0
28305,1808,0.0,800,53.86,30.0
28309,34643,0.028,800,53.86,31.85
28309,55443,0.071,800,53.86,34.73
28312,15561,0.0,800,53.86,30.0
28312,4501,0.0,800,53.86,30.0
28314,28870,0.0,800,53.86,30.0
28314,5966,0.0,800,53.86,30.0
28320,1086,0.0,800,53.86,30.0
28320,5375,0.0,800,53.86,30.0
28322,41427,0.0,800,53.86,30.0
28322,36368,0.031,800,53.86,32.07
28324,19802,0.0,800,53.86,30.0
28324,13434,0.0,800,53.86,30.0
28326,44744,0.084,800,53.86,35.59
28326,27839,0.091,800,53.86,36.1
28363,17200,0.0,800,53.86,30.0
28363,7271,0.0,800,53.86,30.0
28383,28383,0.0,800,53.86,30.0
28383,44044,0.136,800,53.86,39.1
28392,28392,0.0,800,53.86,30.0
28392,26934,0.002,800,53.86,30.15
28406,30710,0.027,800,53.86,31.8
28406,27629,0.027,800,53.86,31.8
28407,32201,0.119,800,53.86,37.94
28407,8570,0.119,800,53.86,37.94
28447,10508,0.025,800,53.86,31.66
28447,46328,0.04,800,53.86,32.65
28449,45862,0.076,800,53.86,35.06
28449,1547,0.076,800,53.86,35.06
28450,9358,0.0,800,53.86,30.0
28450,5215,0.0,800,53.86,30.0
28454,18838,0.018,800,53.86,31.2
28454,8208,0.023,800,53.86,31.52
28457,16795,0.006,800,53.86,30.38
28457,30742,0.006,800,53.86,30.38
28477,18675,0.0,800,53.86,30.0
28477,32178,0.0,800,53.86,30.0
28501,12623,0.0,800,53.86,30.0
28501,16701,0.0,800,53.86,30.0
28508,19106,0.0,800,53.86,30.0
28508,24004,0.037,800,53.86,32.5
28514,50616,0.0,800,53.86,30.0
28514,22604,0.108,800,53.86,37.24
28528,31902,0.043,800,53.86,32.85
28528,14371,0.059,800,53.86,33.92
28531,33985,0.013,800,53.86,30.9
28531,32954,0.018,800,53.86,31.19
28548,10014,0.0,800,53.86,30.0
28548,8654,0.0,800,53.86,30.0
28599,28599,0.0,800,53.86,30.0
28599,33530,0.0,800,53.86,30.0
28604,28604,0.0,800,53.86,30.0
28604,36167,0.125,800,53.86,38.34
28608,6580,0.0,800,53.86,30.0
28608,28608,0.0,800,53.86,30.0
28613,45619,0.0,800,53.86,30.0
28613,28613,0.0,800,53.86,30.0
28622,53080,0.0,800,53.86,30.0
28622,26854,0.0,800,53.86,30.0
28626,28186,0.027,800,53.86,31.78
28626,8774,0.027,800,53.86,31.78
28633,3787,0.0,800,53.86,30.0
28633,8078,0.0,800,53.86,30.0
28656,11682,0.0,800,53.86,30.0
28656,28656,0.0,800,53.86,30.0
28686,18520,0.0,800,53.86,30.0
28686,28686,0.0,800,53.86,30.0
28687,7614,0.0,800,53.86,30.0
28687,7634,0.0,800,53.86,30.0
28692,1447,0.0,800,53.86,30.0
28692,9927,0.0,800,53.86,30.0
28704,6064,0.0,800,53.86,30.0
28704,25862,0.084,800,53.86,35.63
28705,26495,0.019,800,53.86,31.28
28705,5010,0.027,800,53.86,31.81
28711,5001,0.0,800,53.86,30.0
28711,1174,0.0,800,53.86,30.0
28736,10699,0.0,800,53.86,30.0
28736,10868,0.162,800,53.86,40.83
28740,30201,0.0,800,53.86,30.0
28740,17598,0.0,800,53.86,30.0
28745,9339,0.0,800,53.86,30.0
28745,22427,0.023,800,53.86,31.57
28771,4523,0.0,800,53.86,30.0
28771,28771,0.0,800,53.86,30.0
28794,5549,0.0,800,53.86,30.0
28794,36079,0.0,800,53.86,30.0
28821,45341,0.0,800,53.86,30.0
28821,36866,0.057,800,53.86,33.82
28864,28890,0.0,800,53.86,30.0
28864,45838,0.001,800,53.86,30.09
28866,3058,0.0,800,53.86,30.0
28866,8576,0.0,800,53.86,30.0
28870,28870,0.0,800,53.86,30.0
28870,5966,0.0,800,53.86,30.0
28871,1489,0.0,800,53.86,30.0
28871,29512,0.0,800,53.86,30.0
28874,28874,0.0,800,53.86,30.0
28874,46268,0.0,800,53.86,30.0
28890,28890,0.0,800,53.86,30.0
28890,45838,0.001,800,53.86,30.09
28893,16600,0.017,800,53.86,31.17
28893,34227,0.018,800,53.86,31.2
28914,17635,0.0,800,53.86,30.0
28914,28914,0.0,800,53.86,30.0
28923,31799,0.033,800,53.86,32.22
28923,10401,0.04,800,53.86,32.7
28941,28941,0.0,800,53.86,30.0
28941,7588,0.0,800,53.86,30.0
28946,28946,0.0,800,53.86,30.0
28946,45051,0.459,800,53.86,60.71
28958,36494,0.001,800,53.86,30.03
28958,3321,0.008,800,53.86,30.5
28965,12247,0.0,800,53.86,30.0
28965,13266,0.06,800,53.86,33.98
28988,33078,0.0,800,53.86,30.0
28988,11725,0.0,800,53.86,30.0
26007,13446,0.018,800,53.86,31.24
26007,18665,0.032,800,53.86,32.15
26019,26019,0.0,800,53.86,30.0
26019,37906,0.03,800,53.86,32.0
26034,26034,0.0,800,53.86,30.0
26034,37846,0.01,800,53.86,30.65
26069,3691,0.018,800,53.86,31.17
26069,6455,0.034,800,53.86,32.26
26085,7574,0.003,800,53.86,30.22
26085,40488,0.007,800,53.86,30.49
26098,26098,0.0,800,53.86,30.0
26098,26007,0.068,800,53.86,34.51
26101,22410,0.0,800,53.86,30.0
26101,12017,0.0,800,53.86,30.0
26105,26105,0.0,800,53.86,30.0
26105,41344,0.0,800,53.86,30.0
26115,1339,0.0,800,53.86,30.0
26115,17629,0.0,800,53.86,30.0
26117,7413,0.0,800,53.86,30.0
26117,17,0.0,800,53.86,30.0
26119,8385,0.001,800,53.86,30.07
26119,7131,0.002,800,53.86,30.16
26126,26126,0.0,800,53.86,30.0
26126,27357,0.102,800,53.86,36.85
26133,45417,0.0,800,53.86,30.0
26133,19857,0.104,800,53.86,36.98
26143,21149,0.0,800,53.86,30.0
26143,26143,0.0,800,53.86,30.0
26145,40092,0.002,800,53.86,30.13
26145,9704,0.003,800,53.86,30.2
26161,9346,0.0,800,53.86,30.0
26161,21758,0.032,800,53.86,32.15
26166,46998,0.0,800,53.86,30.0
26166,41756,0.0,800,53.86,30.0
26167,26167,0.0,800,53.86,30.0
26167,32805,0.0,800,53.86,30.0
26186,26186,0.0,800,53.86,30.0
26186,12309,0.0,800,53.86,30.0
26188,16818,0.006,800,53.86,30.39
26188,14720,0.029,800,53.86,31.95
26192,14197,0.032,800,53.86,32.16
26192,8103,0.041,800,53.86,32.74
26196,30444,0.0,800,53.86,30.0
26196,5748,0.009,800,53.86,30.57
26203,20550,0.042,800,53.86,32.83
26203,40490,0.093,800,53.86,36.21
26209,48288,0.091,800,53.86,36.05
26209,37322,0.098,800,53.86,36.55
26214,26214,0.0,800,53.86,30.0
26214,6435,0.056,800,53.86,33.76
26220,26220,0.0,800,53.86,30.0
26220,6637,0.057,800,53.86,33.82
26223,26223,0.0,800,53.86,30.0
26223,14929,0.06,800,53.86,34.02
26238,7029,0.0,800,53.86,30.0
26238,8156,0.0,800,53.86,30.0
26239,8604,0.0,800,53.86,30.0
26239,8960,0.0,800,53.86,30.0
26253,55952,0.0,800,53.86,30.0
26253,22783,0.089,800,53.86,35.97
26254,19896,0.055,800,53.86,33.68
26254,55609,0.073,800,53.86,34.87
26261,52628,0.0,800,53.86,30.0
26261,20349,0.001,800,53.86,30.06
26284,26284,0.0,800,53.86,30.0
26284,26323,0.004,800,53.86,30.27
26288,35065,0.014,800,53.86,30.92
26288,37895,0.016,800,53.86,31.07
26300,26300,0.0,800,53.86,30.0
26300,8809,0.0,800,53.86,30.0
26317,19358,0.0,800,53.86,30.0
26317,20831,0.067,800,53.86,34.46
26323,38946,0.004,800,53.86,30.27
26323,26284,0.004,800,53.86,30.27
26326,16981,0.0,800,53.86,30.0
26326,26326,0.0,800,53.86,30.0
26327,19744,0.0,800,53.86,30.0
26327,26408,0.023,800,53.86,31.52
26333,46135,0.0,800,53.86,30.0
26333,26333,0.0,800,53.86,30.0
26342,19572,0.0,800,53.86,30.0
26342,21786,0.0,800,53.86,30.0
26352,40696,0.002,800,53.86,30.11
26352,17047,0.006,800,53.86,30.41
26362,38676,0.0,800,53.86,30.0
26362,27095,0.018,800,53.86,31.18
26364,17620,0.0,800,53.86,30.0
26364,32665,0.0,800,53.86,30.0
26372,29227,0.0,800,53.86,30.0
26372,32432,0.002,800,53.86,30.16
26383,8608,0.0,800,53.86,30.0
26383,17885,0.0,800,53.86,30.0
26395,26395,0.0,800,53.86,30.0
26395,22604,0.0,800,53.86,30.0
26408,35513,0.004,800,53.86,30.27
26408,19744,0.023,800,53.86,31.52
26416,7123,0.003,800,53.86,30.2
26416,7258,0.033,800,53.86,32.2
26434,26434,0.0,800,53.86,30.0
26434,38812,0.015,800,53.86,30.98
26444,7418,0.02,800,53.86,31.31
26444,51609,0.142,800,53.86,39.47
26452,38184,0.032,800,53.86,32.11
26452,7990,0.039,800,53.86,32.62
26453,36076,0.001,800,53.86,30.09
26453,36303,0.003,800,53.86,30.21
26457,15843,0.0,800,53.86,30.0
26457,22332,0.0,800,53.86,30.0
26465,9834,0.007,800,53.86,30.46
26465,45349,0.007,800,53.86,30.46
26471,26471,0.0,800,53.86,30.0
26471,5971,0.0,800,53.86,30.0
26484,7787,0.0,800,53.86,30.0
26484,12297,0.0,800,53.86,30.0
26488,42496,0.0,800,53.86,30.0
26488,44972,0.0,800,53.86,30.0
26491,26491,0.0,800,53.86,30.0
26491,37165,0.0,800,53.86,30.0
26495,28705,0.019,800,53.86,31.28
26495,45267,0.032,800,53.86,32.11
26499,26499,0.0,800,53.86,30.0
26499,52178,0.079,800,53.86,35.31
26502,26502,0.0,800,53.86,30.0
26502,16291,0.032,800,53.86,32.16
26506,8499,0.007,800,53.86,30.49
26506,27299,0.007,800,53.86,30.49
26507,12379,0.0,800,53.86,30.0
26507,19261,0.0,800,53.86,30.0
26508,42939,0.0,800,53.86,30.0
26508,15137,0.012,800,53.86,30.82
26510,26510,0.0,800,53.86,30.0
26510,39298,0.186,800,53.86,42.43
26542,3811,0.0,800,53.86,30.0
26542,3271,0.0,800,53.86,30.0
26560,41749,0.003,800,53.86,30.17
26560,28229,0.003,800,53.86,30.17
26567,26567,0.0,800,53.86,30.0
26567,18494,0.074,800,53.86,34.95
26579,3857,0.0,800,53.86,30.0
26579,5168,0.0,800,53.86,30.0
26582,33552,0.0,800,53.86,30.0
26582,19310,0.0,800,53.86,30.0
26583,26186,0.0,800,53.86,30.0
26583,12309,0.0,800,53.86,30.0
26604,26742,0.081,800,53.86,35.42
26604,13743,0.096,800,53.86,36.39
26616,19276,0.0,800,53.86,30.0
26616,712,0.021,800,53.86,31.41
26620,37200,0.004,800,53.86,30.24
26620,33526,0.019,800,53.86,31.28
26621,1547,0.0,800,53.86,30.0
26621,45862,0.0,800,53.86,30.0
26627,45052,0.008,800,53.86,30.52
26627,16135,0.008,800,53.86,30.54
26630,7990,0.0,800,53.86,30.02
26630,6055,0.015,800,53.86,31.01
26631,6866,0.0,800,53.86,30.0
26631,26631,0.0,800,53.86,30.0
26633,36331,0.008,800,53.86,30.52
26633,54767,0.009,800,53.86,30.62
26637,26637,0.0,800,53.86,30.0
26637,37211,0.047,800,53.86,33.14
26641,53458,0.047,800,53.86,33.15
26641,33808,0.047,800,53.86,33.15
26645,10975,0.0,800,53.86,30.0
26645,23520,0.0,800,53.86,30.0
26649,44882,0.0,800,53.86,30.0
26649,26649,0.0,800,53.86,30.0
26650,26650,0.0,800,53.86,30.0
26650,6681,0.0,800,53.86,30.0
